id,q,r
8913,""". No , not COULD happen , it HAS happened already , this is the reality""","""Letter to the EditorI agree. This bill is a long way from passing . Does"""
6014,"""If ID is not the place for creationism , then it is not God. Then""","""hmm , interesting philosophy . This debate is on whether ID SHOULD be in the science"""
4795,"""5. It is also undisputed in the scientific/biological community that the point""","""You do realise that by your definition , identical twins are the same 'life ' ?"""
2978,"""3. People have raised scientists to undeserved heights . It is clear that scientists can""",""". Right . And that is the reason for peer review . Creationists do n't"""
3876,"""Maybe we need to do more research. Perhaps studies should be done to find out why""","""I don't know. I believe studies have already been done on that subject ."""
8439,"""This theory is not perfect. It is in no way as foolish as the YEC""","""Name one that is presented in high school . In fact , name several since you seem"""
9721,"""It is not important how long you live. It is much more important that you concern""","""You can't have both. If you can have both however ... -Wez"""
6004,"""4. it is not possible to study anything that has absolutely no effect on us by""","""The law of non-contradiction has no effect and does not exist for me"""
3890,"""sanctity of life vs. quality of life ? yes it is reasonable to expect""","""3. As I explained above , it is not reasonable to expect quality of life to"""
7652,"""1. One reptile has a type of third eye , but it is n't""","""3. There is no need for prey animals to grow a third or forth eye as"""
9771,"""It's not a big deal. it just goes to show that you do n't""",""". See exhibit one , Matt ."""
6512,"""It means you can join the national guard , get a clue .. it means you""",""". Held : 1 . The Second Amendment protects an individual right to possess a firearm un"""
2280,"""2 Young-earth creationists have been cautious about the model,3 which is not""","""4. The above came from the same link . Some still perfer the Mature"""
4187,"""5. It really piques me when someone attempts to assume what my opinion is without""","""Mr. HeavenBound -- I would like to point out that Pandion clarified that you"""
3664,""". You say that like it was a bad thing .""","""Well. well - let 's see - business gets taxed for buying things and capital"""
8131,"""Why do we put up with this ? It was hard enough to come to this decision""",""". Not surprised . Violence breeds violence . Read the domestic violence thread , it has relevance"""
9296,"""The court 's reasoning was even a surprise to the police officers ' attorney because it""",""". Really ? Show me that by quoting where the article says it ."""
6019,"""3. You need to read what people say more thoroughly , and think about it before""","""3. He stated that `` statistics show that firearms cause aggression in individuals `` , no"""
4114,"""No. No but it will be funny to see what sex tapes this tramp did""","""Oh God no. Oh God no . If there is anything more boring than twits"""
6522,"""Quote : So it would make sense that a mold ( which is a type of fungus""","""2. But would n't the biochemical similarities speak for themselves ? That is , does"""
2953,""". Its good to see the senate isnt agreeing .""",""". Is n't agreeing with what ? The senate has n't passed any laws that"""
4142,"""3. Japan and the former Soviet Union had/have very high rates of abortion because""","""That was then. That was the past . I 'm speaking of now ."""
9312,"""Dr. Jill White The day you became a person is the first day of you life""","""Personhood is a variable , based on that individualÂ ’ s memory . Twenty"""
1939,"""Mr. Montalban Why do you find it necessary to misrepresent what everyone says ?""","""Mr. Kerry is pro-choice . He is in favour of allowing abortions to continue"""
4340,"""3. Look to this site , which does not credit Keynes with the above , for""",""". And your point is ... ?"""
4563,"""2 Liberal states did n't push the rest of the country to follow like sheep to""","""It hasn’t happened yet. Actually , it has . The last time I"""
3873,"""Mr. Well you 've made a good point ; just because something is banned or""","""Criminalising murder results in less murder , criminalising drugs leads to reduced supply of"""
4735,""". just cause you dont buy it doesnt mean it is not true .""","""3. Just because you say it doesnÂ ’ t mean it is true either"""
5762,"""3. Then politicans should just drop the whole issue .""","""Oh come on , we know they will never do that , they 're masters of"""
1387,""". More power too ya but , that 's just your opinion .""","""Not just yours. Not just mine . I 'm in good company . Let '"""
1699,"""Mr. Strawman . Key phrase `` until you can prove them `` when its really""","""I see you still do n't understand what a strawman is. I see you"""
6044,"""The use of firearms is n't a legal and lawful use , as dictated in the""","""Brady thinks that if gun owners gather for whatever the reason , that we are mobs"""
1454,"""6. Science is knowledge , all knowledge , that is , anything we find to be""","""5. Science is not all knowledge , it does not have the answer for everything that"""
4562,"""3. The lack of transitional series can not be explained as being due to the scarcity""","""If you are interested, I have written a rather lengthy explanation of the lack of transitional"""
5842,"""So there you have it. So what 's worse , evolutionits ? ? ?""","""I agree with you. I 'm not sure what your point is . You mistake"""
6130,"""Mr. law abiding""","""""He's a law abiding citizen. ... he would n't have been arrested if"""
670,"""3. The `` laws of consequences `` ? What would those be ?""","""A. Well , you frame the question as a quote from me ... I did n"""
3213,"""She said the university should have done more. She thinks the university & # 8217""","""Oh yeah right. Oh yeah right , like sociopaths who are bent on killing and"""
3717,""". The wewll-known scientist , Lee Spetner , picks up on""","""Of course , when wabbit says `` dishonesty , `` he means `` oversimpl"""
355,"""4. What would be the legal precedent to stop non-Indians from performing or""","""I don't know. I suppose the fact that Indian law only applies to its people"""
7,"""5. Legality does not matter . Religous implications do not matter. Other""",""". Exact , to the point , & amp ; beautiful ."""
3649,""". Marriage is also legally binding . Tax breaks ? Ever hear of the Marriage Penalty ?""","""Marrige is what you decide it is , regardles if the gov was"""
9508,"""The point is not that they want to ban all assault weapons. The point is that""","""Oh so the VPC wants to renew the Brady bill. Oh so then Brady got"""
7992,""". Well ? Let 's get to it . Why do YOU believe ?""",""". I believe in that which is . Because to believe in anything else is ultimately pointless"""
4272,""". let 's have an up or down vote on your marriage rights too Lurch""","""I 'm a fan of less gov't. Fine by me . First ,"""
6586,"""Pro-Life vs Pro-Life. Lets break this down . Most pro-choice""","""And yet. And yet , for most pro-choice folk on these forums , this"""
7777,"""You’re right. You still fail to address the fact of liberal firearm owners""",""". So would these liberal firearms owners fail an ethics exam ? '' Even if you gave"""
2558,"""Women [ sic ] have already been liberated ( well , definitely in the West )""","""The Fall is mainly your fault , so accept your inferior status and PIPE DOWN"""
186,"""Lies, lies, lies. Which lie is that ?""","""""I don't advocate murder. That would be your outright lie that I advocate murder"""
6673,"""Like in your religion. Like in your sect . You do expect complete obedience , do""","""Never had to think of it as my followers are universally incapable of independant thought to"""
7166,""". Like the `` pursuit of happiness `` ?""","""And we are not alone. And we are preventing this how ?"""
7352,"""lol Linus ... You provide no proof for this .""","""Sigh. Sigh ... for the ill informed who understand nothing about their religion ."""
4508,"""Dr. Stenger concludes , after reflecting on the long history of misrepresentation and manipulation""","""3. So religion must be systematically abandoned and eradicated , not completely , just enough"""
4172,"""Mutation. There is a lot of that . Many mutations are recessive and a""",""". Yes . I would . [ As long as I can exercise 'critical thinking '"""
821,"""3. Ludacris and many others in the hip hop scene disrespect women with their""","""I think it is a good thing. I think hip hop and the arts are reflections"""
7083,"""3. The only people practicing equivocation are those seeking to lump abiogenesis""","""Peeling , I 'm not sure what you mean by ""common descent"" ,"""
9469,"""5. The lung liquid that fills the potential air spaces of the lung ( 20 to""",""""""
2862,"""3. Uzi Machine Toy Gun Amazon.com : Toy Gun and Holster Set""",""". Cute . And I can come up with about 5,000 to 7,"""
6791,"""So we can make machines to see better than we do ? I wonder what would happen""","""We can do this. We can make machines that can interpret information that our una"""
3811,"""They are MAD. They are MAD that a Black Man ! Is in the White House""",""". Well , that statement would be half right"""
3763,"""I don't know. That I guess is one of my main stumbling blocks in believing""","""I do not believe in evolution. I believe in what I have no evidence to support"""
3606,"""You are a Christian. You keep bringing up the Red Cross . The majority of don""","""The Red Cross is Christian. But is the Red Cross Christian ? Obviously most contributors are"""
6524,""". No , you 're branded as a religious zealot when you make arguments that""","""The problem you are left with lyteboy , is that I did n't try"""
7585,"""The Earth has done wonders for all of man-kind for millions of years . The""","""1. Homo Sapien has n't existed for millions of years . It would be"""
8399,"""2. To re-iterate - the police face mandatory training and testing , continuous""","""1. Just because they undergo training and testing does n't mean that they 're"""
4490,"""Nobody considers a petri dish pregnant , but , thats not the point . Many people""","""Abortion. But what are you aborting ? You ca n't abort something that"""
3165,"""This is a good thing. Many who voted for this said as much . They '""","""That 's great. That 's good . You 're right , all we"""
6045,"""4. Then why do marijuana addicts tend to end up on heroin ?""","""5. Because they are predisposed to addiction ."""
2205,""". So much for marriage 's supposed religious origins . '' Freethought Today ,""","""3. Yet another anti-Christian post by a gay activist ."""
8110,"""2. 2 ) The term `` marriage `` is not exclusively reserved for a union between""","""I'm a comedian. So , when a comedian leaves the stage and say 's"""
3671,"""5. We may not get abortion made illegal ,""","""Which would n't make a darn bit of difference - apart from the tiny matter of"""
3767,""". what do you mean by opinion ? Whether or not to allow them or whether or""",""". just how i said it ... opinion ... like , what you think of it"""
6962,""". So theists can choose , either to discuss meaningless things ( unknowable ) ,""","""3. Some theists are willing to ignore such discussions . It has nothing to do"""
9134,"""Meanwhile there are school shootings happening in Germany no matter how much they tighten their overreaching""",""". Like , how many shooting in Germany ? Like , what 's the ratio of"""
6357,"""3. mechanical formulas wo n't explain an immaterial reality""","""Note that immaterial formulas will not explain material reality . And note well reality so far"""
3289,""". PS 58:8 Slugs and/or snails melt as they move .""","""Not at all true . As for the absence of some verses form various versions/ed"""
1902,"""I am appalled. That men would vote on a law that can place a womens""","""We all know of course that the partial birth abortion procedure is never medically necessary to save"""
2833,"""5. Michael Moore 's work treads a fine line between documentary journalism and commercial""","""I am not sure that the message of the film is that guns are evil , but"""
2045,""". The modern misstatement of the Razor is incorrect .""","""It's not perfect. But it is useful ..."""
5947,"""1. ONE EXTREME EXAMPLE ! ? ! ? & ? This is""","""Mr. Oh ? And what do you consider yourself when it comes to gun rights ?"""
6079,"""Yes they do n't . No they do. Yes they do . Modern Coel""","""832 of the National Geographic article of 1988 , there is a study of the comparative"""
7260,"""New information. New information applies to my definition of evolution , i.e . the""","""Please try again an define information in a way that is meaningful to DNA. Then you"""
8187,"""A child is a human being. Waiting until they are born likely gives them no more""","""I am not sure if the coyotes will kill a baby , but I do think"""
763,"""3. On a more fundamental level : What evidence do you have that having an abortion""",""". um ... gee ... its killing a baby ... now .. before 8 weeks ,"""
6196,"""More often than not , the unarmed home owner is the one who winds up dead .""","""I don't know. How would you know about who winds up dead more ? You"""
3344,"""1. True - most abortions are not due serious health/life risks - and there""",""". Well said Jitobear . I could n't agree more ."""
4287,"""Beak size. Most beaks close to average size , some larger than average ,""",""". Right . But in this case , there are two different ways to look at it"""
1722,"""1. Most of the time one should be able to tell the sex of the baby""","""5. In what country ?"""
1901,"""Most of the children are orphans. Most of their mothers died giving birth or soon after""","""http://www.nytimes.com/2009/06/25/wo ..."""
4491,"""Gun control. So what ? Most of them are still getting killed with guns .""","""Most of them happening in the inner cities of Illinois , New York and California - states"""
2231,"""Gun registry is a myth. Most people are probably not aware that NY has had a""","""The Sullivan Act , also known as the Sullivan Law , is a controversial gun control law"""
1452,"""Most premature baby survivor :""",""". Just amazing ."""
4029,"""I'm not sure. Most pro-abortionists I 've met have said yes""","""No. Most people are not pro-abortion , they are pro-choice . No"""
3686,"""""No. What are you talking about ? The mother along with the father made the""","""He 's pointing out that the situation is about the mother and the baby , and"""
6197,"""Mr. Brown was able to attend ball games . Not exactly held captive was he ?""","""Mr. Sinjin this appears to be a typically Liberal response to a man who is"""
356,""". you may , but firstly , that argument may well not fly - much of""","""GMO foods are not very healthy. Nearly all the food humans eat today , even"""
9691,"""3. My point was n't to show that the unborn is a person but to""","""3. I think there are two separate questions here . ( 1 ) When does person"""
6067,"""4. Mythology doe n't include historcally correct and factual prophecy .""","""Yeah. Really ? Let me see . Two creation myths and a global flood myth where"""
3983,"""3. The National Guard interpretation of the militia is totally false . The NG is a""","""1. Correct . The National Guard is nothing more than an 'extension ' of"""
8437,""". National Health System and Public Education ? Yeah , you 're right . No socialism""","""Private Education and Private HealthcarePrivate education and private healthcare. If you havenÂ ’"""
48,"""( p. 6 ) Show me even one instance of the National media coming out with""",""". Â “ Scientists pick holes in Darwin moth theoryÂ ” by Robert"""
9443,"""5. Natural selection is n't anything to do with evolution ,""",""". Actually , natural selection is one of the mechanisms of evolution . There is more to"""
4896,"""The population has not changed. The only thing that has changed is the population ratio ,""","""Hello , I would like to respond to your comment that natural selection is consistent with creation"""
843,"""4. Natural selection is not proof of evolution by any means .""","""No. Of course not . No evolutionary biologist ever claimed that it was . Evolution is"""
234,"""3. Why would they `` necessarily `` be Christian organizations ?""","""3. Because most people are Christian ."""
5726,"""1. Some argue that the mountains werenÂ ’ t that tall yet . That""","""But even if there were some unknown mechanism to cause such movement , it would generate heat"""
9694,"""The two are inseparable. When the needs of the two are in conflict this is""","""It is so the womans decision . If the baby is in the womb they have"""
8761,"""3. You 're never going to convince pro-lifers that the intential""","""Well , I am not really going to convince anyone in anything - the info I placed"""
6003,""". so why do people keep coming up with new ways to prove evolution right ? ?""","""Because there are people who are trying to deny the theory of evolution it 's place"""
4112,""". Next thing you know , we will be labeled `` domestic terrorists `` ... heavy sigh""","""I don't want to be called a hypocrite. I believe Alan Keyes already"""
8352,"""no , just roe vs wade .. no , just . . .""","""And then you can go pat yourself on the back and pretend it 's all better"""
3169,""". No , she misrepresented studies and took statistics out of context . Very right-""","""She also claimed that the pro-death advocates misrepresented the facts. Really ? Care"""
6779,""". No a foetus should n't .""","""Jimmy-boy, I'm not interested in those who decide to keep the"""
392,"""And that’s it. The facts speak for themselves , and no amount of""","""Yes the facts speak for themselves , they just do n't sing the song you think"""
6472,"""3. No child should be used as a punitive measure against a woman for her sexuality""","""Pro-lifers value babies only in the sense that they punish evil women for their"""
1667,"""4. Please NO Crackpots serious offenders.5. Please please please please.6""","""Letter to the Editor:I agree with you. Would n't it have been better"""
6410,""". Thats what I thought ..... no defense for your perverse behavior .""","""Sex is risky business as well . Therefore on the same grounds we ban straight marriage ."""
476,"""There ai n't no doubt about it in my mind""","""Not much of that. Not much of anything else either , it would seem ."""
8361,"""3. The problem with ID is that there is no evidence , and it is simply""","""1. The problem with happenstance origins is that there is no evidence , and"""
9856,"""4. No more need be said . http : //www.4forums.com""","""Mr. Wrong . http : //www.4forums.com/political/36"""
1359,""" Originally Posted by Galileo Why do people on the pro-gun side continuously try to overs""","""Your question that is a poor attempt to certify a false delimma has long been answered"""
7152,"""No, he didn't. No one said he invented guns !""","""Well it wasn't a Browning rifle. Well then what the devil are you moaning"""
4998,"""No ownership society for women when they ca n't even claim autonomy over their own bodies""","""Which is precisely why the law should be silent when it comes to women choosing whether or"""
3620,"""To be a Christian you would have to believe that the Bible is true. Then you""","""Could it be possible that there was not one pregnant person on the earth during this time"""
9468,"""I’ve written about it and here are some quotes . http://www.""","""I formed you in the woumb `` Befor I formmed you in"""
9717,"""What I found is in the 10 pages of threads in this forum , not a single""","""Actually some did talk about the complexity of life as well as irreducible complexity"""
4334,"""5. Not beyond the pale and not impacting on TOE .""","""But nonetheless fascinating !"""
119,"""Not much of that. Not much of anything else either , it would seem .""","""3. Translation = `` I 've closed my brain off and I ''ve got"""
1669,"""I am a gun owner. Not owning a gun makes me safer and two cherry picked""",""". Sure . The outcome of Heller vs DC and Florida Shall - Issue laws support that"""
1021,"""2. OC : That is why they will not reply .""","""I agree. I think you present a good point , but part of the test here"""
1761,"""1. There is nothing about the theory of evolution that precludes a God . That""","""2. I did not say that evolution precludes God , all I am saying is"""
6217,"""There is no magic in marriage. There 's nothing magical in the word `` marriage""","""I have no problem with it. Then why are you and other `` antis `` so"""
1783,"""I’ve written about this before. Notice how the places where guns are banned""",""". Your wrong . Airplanes and courthouses are gun free zones but these places"""
4041,"""First , in this very thread Arch has deliberately tied the two as one . There are""","""So what you 're saying is that by mentioning both in the same post , I"""
3803,"""This is the problem with the `` theory `` of intelligent design . There simply has been""","""That 's NOT the equivalent of evolution - you 're mixing causes & amp ;"""
5507,"""3. US heritage/ancestry of US residents has nothing to do with ``""","""Ok. So what are the Native Americans ( the actual residents ) - chopped liver ?"""
6474,"""Mr. Obama and his cronies ca n't stay in office forever , they '""","""It seems clear that the American People are going to be fed up with both parties ."""
3504,"""3. Pro-Choice : Object to the mother needing to raise a child she did""","""5. Object to the woman being required to remain pregnant when she does not want to"""
6026,"""3. Objective morality4. Moral values""","""Well , we can go through a long list of reasons why Judaism rejected homosexuality , and"""
184,"""So what ? There was a first animal to fly , a first mammal to take to""","""Again , but no other animal that can fly has also conquered breathing under water as we"""
7062,"""10. MEDICAL FACT : On the fourteenth day of the first month the""","""3. Only approximate and really depends upon what day you start counting , before or after"""
9770,"""The problem is not that there is a problem. The problem is that you have w""","""3. But religion is not a topic for science classes . Teach the science in class"""
6169,"""2. ON the topic of evolution and creation it is relgion verus rel""","""5. So you define religion as the following : 1 ) Testable 2 ) Based"""
1018,""". You telling me that one day I could have claws come out of my hands ?""","""1. Just so we 're all clear ... Wolverine 's mutant power was the"""
9708,"""1. One of the definitions of `` evolution , `` according to Websters New World""","""No , the origin of the universe has nothing to do with the theory of evolution ."""
5735,"""1. One person 's opinion""","""Cornell 's argument is that the RKBA is ambiguous and that the right"""
4212,"""5. The only reason someone would n't breed would be because they 've either""","""I don't know. Or that they are dead , say from a genetic disease ."""
4480,"""Sheer nonsense. Sheer nonsense . What couints is the functioning of the system""",""". * * This is the best response you 've got ! ? ! What a"""
4478,"""You can leave them both in the scientific theory category , which is what they are -""","""Yes, creation is a theory. But creation is n't a theory and it '"""
4789,"""2. The organism can survive in the environment by a loss of genetic information i.""","""This makes perfect sense in an evolutionary scenario . Wingless ( or fused wing cover )"""
7666,"""4. Other reasons for pro life You do not know who you are aborting ,""","""3. You could also be aborting a future Hitler , Castro , Stalin , or"""
1779,"""5. Our world is rolling downhill like a giant bolder [ sic ] rolling""",""". Terrible analogy . Thermodynamics is not like a boulder rolling down a mountain"""
4209,"""why do n't we just outlaw convenience abortions ?""","""It is also important to note that in the UK the law on `` abortion `` is"""
8607,"""Outrage at the tactics of `` The Advocate `` in 3 ... 2 ... 1 ...""","""Kersey 's response to the `` donor `` 's question about `` under"""
842,"""They are selfish. They prefer their own pleasurable self-indulgence over the""","""3. You puritans are always getting your knickers in a twist because someone ,"""
9466,"""3. Since you disagree with the way the poll was run ( dividing a pregnancy into""","""Well , this poll question worked perfectly . It shows people just do n't really know"""
3644,"""I am a lesbian. Why should people be allowed to vote on my marriage ?""","""3. This question is premised on an untenable assumption : that people should not"""
6081,"""3. People truly in love with themselves should be able to marry themselves .""",""". Well , since the definition of marriage involves `` bringing together to make one `` then"""
757,""". This is a push to promote lawlessness . The San Francisco fiasco is the prime""","""You can't be serious. You 're going to have to do better then that"""
6001,"""Maybe. Perhaps another unwanted child spending a childhood is state supported homes ?""","""Abortion is a right. Butwhat of the fetus/babies that were wanted"""
1696,""". Yikes ! ! The phobes were right about same-sex marriage leading""","""Mr. Bob ! ! ! You 're bad ! !! !"""
44,""". Senior citizen yachties stand little chance of defending themselves against pirates . Piracy""","""And you think the British would do that ?"""
6473,""". SuperSport , plagiarism is a crime .""","""5. Why do you claim that I forged this post ? I 'll give $"""
6400,"""Plague ships were n't protected under the Second Amendment during colonial days. Plague ships""","""3. Evidence of plague infested ships being used as weapons ?"""
7782,"""The point is not the point. The point is Kopel and Lott are li""","""Well since you claim they are I simply do n't believe you . This coming from"""
4926,"""3. Why do I think they are popular books , and not peer reviewed scientific articles""","""1. Because you know the peer review process is biased . Anything submitted for peer review"""
6548,"""So. so why is population control a good arguement for abortion ? Why do""",""". I am with you here . It is n't ."""
7060,"""Pregnancy is expensive. Pregnancy is a very expensive thing ( which is why I""","""1. Pregnancy is n't expensive at all unless you 're conned into"""
3569,"""1. Pregnancy is n't expensive at all unless you 're conned into""","""4. Oh , really , pregnancy is not expensive ? Have you gone through a pregnancy"""
3758,"""1. President Obama signed legislation letting people carry concealed weapons in national parks and in checked""","""Hey brady , I have a question for you. Forgive me for laughing ;"""
6083,"""Thats not the point . The pro-lifers advocate force , just like the""","""Really ? Choice ? I never heard a abolitionists saying `` you can choose to have"""
7293,"""3. The tactics pro-lifers use make the Nazis look like the little league""","""Mr. Little boy , you need to do a little study on Nazis . They specialized"""
846,"""2. Problem with your logic is thus . Step two is not based on step one""","""1. Technically , all syllogisms need two premises , first of all ."""
238,""". PS 58:8 Slugs and/or snails melt as they move .""","""I'm not sure. I 'll assume this is figurative since they do not"""
6781,"""3. The Breyer-Sotomayor-Ginsburg dissent questioned why""",""". Because some restrictions that might pass constitutional muster , do n't amount to an outright"""
7277,"""4. What makes a rape and incest baby any less precious then a regular baby and""","""No baby is more precious than another as far as my personal beliefs go it is no"""
2560,"""3. You can not begin to hold a rational debate about the unknowable .""",""". SO you 're saying this debate is irrational ?"""
2587,"""You are right. You realize the constitution does not cover everything for our society right ?""",""". So you ARE a strict constructionist ."""
1509,"""So there you have it. So registration has at least a few benefits .""","""3. The `` accomplishments `` you list are done with firearms trace data , which the"""
5457,"""5. There the remains of a dead ani""","""3. How do you explain the change of appearance of the animals over time , as"""
4718,""". Reptile develops wings . These thing are completely useless on a dino , they""","""Is it true that something is `` completely useless `` ? I do n't think so"""
6078,"""3. You 're the one who 's clueless if you think Republicans had zero""","""The Democrats have been silent. The legislation was written without their input , they only modified"""
3670,""". . .. . Someone 's right to life , again as I understand it""","""3. My point here is that it could be argued very reasonably as to whether or"""
3090,"""Your right to fight. Your right to swing your fist ends where my nose begins .""","""The same can be said with a woman 's reproductive rights as well . Your right"""
2792,"""South Africa 's highest court has ruled in favour of same-sex marriages , which""","""http://www.bbc.co.uk/1/hi/world/"""
3992,"""3. Sarah Brady is a straw purchaser then . She knowingly broke the law by buying""","""Showing the RIDICULOUS nature of some gun laws ! Showing the"""
6020,""". science 's job is not to figure out why the flood story gets so much""","""I know that. I know that also . I have said for years now that the"""
6432,"""4. The scientific method must stick to the measurable , observable and testable otherwise it""",""". I agree with you completely ."""
4165,"""( Fig. 2 ) The global flood should have left homogenous sediment layers across the""",""". I see I jumped the gun . That was well stated ."""
8190,"""Sedimentary layer. This sedimentary layer would show signs of being layed""","""It has been shown in evidence all around the world with something as fragile as a leaf"""
6086,""". See , the intiative did n't say `` gay marriage is banned.""","""Jyoshu, you are a liar. And after amazing me with an honest"""
343,"""Yeah , there are those who scream that self-defence is not a valid reason""","""I don’t think there is a valid reason for owning a gun . I"""
5825,"""5. What tells you he has a sense of humor ?""","""5. Part of his personality"""
3501,"""3. What should we argue for as a result of these senseless killings ? Where should""","""I think we should argue that it 's time to stop making people easy targets ."""
6187,"""my opinion , their banning a gun because of the way it looks they seem to think""","""I agree. I think you have your image of an assault weapon slightly skewed . an"""
7294,"""4. There are several fallacies with Darwin 's theory of evolution :""","""I don't know. But I 'll bet that you do n't know what"""
66,"""5. Sex is a norman part of a healthy relationship .""",""". Yes , but it also has consequences ."""
8128,"""Watch the video above and watch an increase of sexual activity among teens .""",""". 18-19 year olds anyway . It 's still illegal for over the counter"""
9465,"""2. Susan Smith shocked the nation with the murder of her children . She believed her""","""4. All born children , and every woman had the right to be rid of them"""
6355,""". Sheesh , whatever happened to good 'ol Dr. Seuss ?""","""I don't think so. I think if you pay any attention , you 'll"""
2839,"""3. You should n't kill children unless absolutly necessary ( and killing""","""4. Just when is it absolutely necessary to kill children ? Waiting until they are born"""
2163,"""( p. 17 ) Show me how a cell could evolve randomly :""","""1. Very , very slowly , latterly from something almost like a cell , and"""
6201,""". simone Why would you want to prove your belief system to be true ?""","""Well , it happens in virtually every thread . Some disagreements are between individuals of essentially the"""
7772,"""Q. Since the time when it became widely available ( 1960s I would guess )""","""That number is for the US . It was available readily in Europe for much longer ."""
5509,"""5. This is the situation as it is in Britain .""","""1. Private property rights are the most fundamental of all rights and the basis for any"""
3610,"""You have no answers. You snipped most of my remarks because you were unable to""","""I snipped your remarks because 1 ) you twisted what I said and 2 ) I"""
4505,""". So .... where is your tautology ,""","""I think that Montalban is wrong on some minor points. I think that if"""
6134,"""And so on. So in the end , the evolutinists win .""","""3. Just for S & amp ; G ... would n't it always be the"""
9744,"""There is so much to gain for so little effort .""","""Jesus was a liar. But the fact is , that son of God Jesus was a"""
3821,"""OK. So the stats come from John Lott .... Was n't he the one""","""5. And the Violence Policy Center is somehow more trustworthy ?"""
5895,""". So this eliminates Neanderthal from being an ancestor to homo sapiensÂ…""","""Yes I do. Yes I do . I wonder if you do . Neandert"""
7780,"""I don't care. You throw personal insults more than I do . So when will""","""You have a lot of ground to make up. Well , since you 've called"""
6436,"""3. Some materialists claim free will is an illusion , doesnÂ ’ t""","""Free-will - What is free-will ? Free-will is a property of"""
2949,"""Some people does n't mean a typical gun owner . Would it be reasonable to say""","""So you disapprove of what these gun owners are doing ? It 's encouraging to see"""
6077,"""T-Rex had a very large brain. Some theorize that T-Rex was""","""I was surprised to learn that most birds have a poor sense of smell , except for"""
8733,""". Sounds like you are talking about a human being .""",""". Yes , as IÂ ’ ve been debating about for the last four pages"""
788,"""Tsk. This from a Sumo wrestler who has never been in a fight and""","""""This is a joke. Even if winnie the poo could read he simply"""
2869,""". those sporting teabags .""",""". Speaking of which , did you happen to see this image that someone kindly forwarded to"""
3340,"""SS 's theory predicts that DNA is unpredictable since there is no requirement that some designer""","""I would say that neandertals are humans , right ? All creationists I"""
6878,"""3. Stabbing yourself is not ok , but that does n't mean it should""","""I don't believe suicide is murder , no matter how you look at it . It"""
4338,"""The genetic code for EM is the most efficient genetic code available. The SGC (""","""4. Thus , an important point is raised :"""
2161,"""Hi everyone. Thought I 'd start a new thread dedicated to this myth ..""","""how many animals do you think were on the Ark ? how many species existed at the"""
1982,"""4. Statis is the norm not the exception .""","""What is `` stasis `` ? Just to inform you once again , the word is"""
3994,"""4. Stick to your guns Doc for about Finland you know the history of the country""",""". Nice try . If America was an Ally to Germany during WWII , to this day"""
5993,""". Strike Four .""",""". Ouch . This must hurt ( him , of course ) ."""
5950,"""Dr. Stuart Taylor Jr .""",""". SNIP Stuart Taylor Jr. is NOT on your side . A Right to Keep"""
56,"""The problem is that there is no definition. What some courts have done is to say""","""The Constitution of the United States guarantees equal rights. And if one accepts that gay citizens"""
6174,"""5. What is supposed to take thousnds/ millions of years for populations of""","""11. Well , yes . Eleven years is quite swift , but it actually supports the"""
6433,""" ] The Third Reich did not need gun control ( in 1938 or at any time thereafter""","""""It's a good start. And it gave them a good springboard with most"""
6006,"""1. Teach the Controversy is absolute bull * * * # * . The""","""3. Another pretty important point is that , with respect to evolution there is , uh"""
7744,"""Teaching students to be responsible ! What a crime !""","""It 's not responsibility when you 're allowing the school to punish a legal activity"""
7309,""". We , and the law , must stand firm against terrorists like Scott Roeder .""","""Mr. Roeder was n't a terrorist ."""
3935,"""3. What kind of effect does testosterone have on behavior ?""",""". A beneficial effect . Ever hear of testosterone replacement therapy ?"""
1289,"""Thanks for the link. Thanks for the resouce link . The issues involved will""","""Yes , I agree. Yes , I believe there will be a lot more to come"""
7819,"""That's it. That 's not a bad read . You should read it .""",""". * * If you are talking to me , I did read it -- that '"""
6008,"""5. This is unrelated to genetics . The fact that I ( or anyone else )""",""". You know , it 's funny that you make this claim , and then you"""
8508,"""That is a lie. That is not true you can believe in both . You can""","""Jesus was born to save the world. Well , why need Jesus then ? For salvation"""
7437,"""1. That website starts off with the rumor that there are over 20,000 gun""","""a ... 20030127a. So , you post a press release from the bro"""
6041,"""That wo n't happen ...""","""Oh , ye man of little faith ! I regard it as highly unlikely to happen ,"""
7913,"""5. .... What is it that you find hard to understand ?""",""". Ah the non human part ."""
4026,"""Yes and the continents moved about 2000-3000 miles in less than 4000 years only about""",""". actually they probably drifted much faster than that ..... probably upon a pole reversal ."""
1618,"""3. Why must the anti-abortion crowd use such fallacious images to sell their""","""So here are some pictures of aborted babies. So you people will know what you '"""
8311,"""3. The greatest scientist in history said about the order of the universe : The Author""",""". That 's your answer is it : you believe your god just bodged together"""
8353,""". Where 's the barf smiley when you need it ? What gunt""","""CHRIST on a skateboard Comrade , why do n't you just take it"""
6677,"""1. The Brady Center has released a report on President ObamaÂ ’ s performance""",""". Whoooeeee ! ! That is almost certain to cost him ( 4 ) four"""
4493,""". the child in the womb feels pain .. when you put the needle up there to""","""The child was born. So what ? Why should the woman be forced to care for"""
3982,"""The evidence is overwhelming. The evidence is adequate for me and for much of the world""","""3. I 'll wait for you to explain to what miracles you are referring before"""
